delivery_id,customer_name,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
25108,Teresa Horton,ecom express,automobile parts,scooter,express,central,foggy,113.8,2.93,42:12.0,35:24.0,yes,delayed,2,627.79
25109,Tracy Vang,ecom express,automobile parts,scooter,standard,west,rainy,45.2,12.59,15:24.0,16:30.0,no,delivered,4,263.77
25110,April Tapia,xpressbees,fragile items,truck,standard,west,foggy,129.4,31.98,24:24.0,24:54.0,no,delivered,5,742.94
25111,Christine Smith,shadowfax,fragile items,scooter,same day,central,rainy,185.4,1.65,23:24.0,26:30.0,no,delivered,5,1031.95
25112,Stephen Duran,blue dart,electronics,ev bike,express,central,foggy,149.6,14.17,49:48.0,39:00.0,yes,delayed,3,840.51
25113,Joel Cohen,dhl,clothing,bike,express,west,foggy,265.6,2.15,55:00.0,50:36.0,yes,delayed,2,1384.45
25114,Jamie Gonzales,xpressbees,pharmacy,van,express,central,foggy,36.7,23.95,31:54.0,27:42.0,yes,delayed,2,305.35
25115,Sheila Douglas,ecom express,electronics,ev van,standard,west,rainy,219.1,45.27,31:06.0,33:54.0,no,delivered,4,1231.31
25116,Tiffany Cameron,ecom express,documents,ev bike,same day,central,cold,161.1,32.81,21:48.0,24:06.0,no,delivered,4,1003.93
25117,Erika Ellis,dhl,automobile parts,truck,same day,west,foggy,180.1,6.07,22:36.0,26:00.0,no,delivered,5,1018.71
25118,Ashley Schaefer,fedex,automobile parts,bike,same day,east,stormy,54.2,38.44,25:18.0,13:24.0,yes,delayed,2,486.32
25119,Lisa Miller,fedex,documents,ev bike,same day,south,stormy,195.5,28.37,45:18.0,27:36.0,yes,delayed,2,1162.61
25120,Samantha Morgan,delhivery,furniture,van,same day,central,foggy,157.4,24.46,39:54.0,23:42.0,yes,failed,1,960.38
25121,Molly Ferrell,blue dart,furniture,ev van,standard,central,foggy,291.9,47.06,37:48.0,41:12.0,no,delivered,5,1600.68
25122,Angela Sullivan,delhivery,documents,ev bike,two day,east,rainy,185.8,2.36,05:24.0,06:36.0,no,delivered,3,936.08
25123,Nathaniel Jackson,xpressbees,documents,ev van,two day,north,cold,158.1,3.63,00:30.0,03:48.0,no,delivered,5,801.39
25124,Kelsey Peterson,ekart,groceries,bike,standard,central,hot,60.2,38.31,17:54.0,18:00.0,no,delivered,3,415.93
25125,Veronica Flores,xpressbees,pharmacy,ev van,two day,south,hot,48.4,42.07,51:48.0,52:48.0,no,delivered,5,368.21
25126,Kimberly Stone DDS,dhl,fragile items,ev bike,express,west,stormy,139.7,30.35,55:42.0,38:00.0,yes,delayed,2,839.55
25127,Nicholas Nash,amazon logistics,fragile items,scooter,express,south,foggy,210.3,15.08,01:54.0,45:00.0,yes,delayed,2,1146.74
25128,William Warren,blue dart,electronics,ev van,express,central,stormy,37.1,21.21,38:12.0,27:42.0,yes,delayed,2,299.13
25129,Debra Valentine,ekart,pharmacy,truck,two day,east,cold,268.8,35.12,14:30.0,14:54.0,no,delivered,4,1449.36
25130,Michael Hickman,blue dart,pharmacy,truck,same day,south,clear,255.4,41.52,32:24.0,33:30.0,no,delivered,4,1501.56
25131,Tony Cook,dhl,electronics,ev van,two day,west,rainy,5.2,47.47,48:00.0,48:30.0,no,delivered,3,168.41
25132,Joy Brooks,shadowfax,fragile items,truck,same day,west,rainy,236.4,45.38,41:00.0,31:36.0,yes,delayed,2,1418.14
25133,Alexander Wright,blue dart,pharmacy,truck,express,south,stormy,279.5,37.86,00:18.0,52:00.0,yes,delayed,3,1561.08
25134,Derek Brooks,xpressbees,cosmetics,ev van,standard,north,rainy,185.4,41.19,28:48.0,30:30.0,no,delivered,4,1050.57
25135,Mike Smith,ecom express,pharmacy,ev bike,two day,central,foggy,204.7,29.03,07:36.0,08:30.0,no,delivered,4,1110.59
25136,Anthony Ford,delhivery,groceries,truck,standard,central,clear,55.8,49.52,15:00.0,17:36.0,no,delivered,5,428.37
25137,Kristina Jefferson,delhivery,clothing,ev van,two day,west,cold,159.2,6.58,02:18.0,03:54.0,no,delivered,4,815.74
25138,Alejandra Peterson,ecom express,groceries,ev van,standard,north,cold,134.6,16.13,24:30.0,25:30.0,no,delivered,4,721.39
25139,Monica Wilkerson,shadowfax,cosmetics,truck,two day,central,foggy,92.8,38.1,57:06.0,57:18.0,no,delivered,5,578.3
25140,Jacqueline Herman,ecom express,pharmacy,bike,standard,east,stormy,145.5,13.39,24:24.0,26:36.0,no,delivered,5,767.67
25141,Robert Hawkins,xpressbees,pharmacy,ev bike,standard,west,clear,7.4,5.69,10:54.0,12:42.0,no,delivered,4,95.6674
25142,Sandra Clark,xpressbees,clothing,scooter,express,west,hot,73.3,34.26,29:30.0,31:18.0,no,delivered,3,519.28
25143,Michelle Barker,blue dart,electronics,truck,two day,east,rainy,102.7,4.38,54:48.0,58:18.0,no,delivered,4,526.64
25144,George Hardin,fedex,cosmetics,van,two day,south,foggy,56,25.71,52:18.0,53:36.0,no,delivered,3,357.13
25145,Brittany Dunlap,dhl,automobile parts,van,standard,central,rainy,47.3,6.9,16:06.0,16:42.0,no,delivered,5,257.2
25146,Andrea Chavez,amazon logistics,groceries,ev van,same day,east,stormy,163.8,30.82,42:42.0,24:24.0,yes,delayed,2,1011.46
25147,Michael Jones,delhivery,furniture,scooter,same day,central,foggy,284.3,2.58,46:36.0,36:24.0,yes,delayed,2,1529.24
25148,Gabriela Valenzuela,delhivery,automobile parts,bike,two day,north,hot,161.7,6.61,02:24.0,04:12.0,no,delivered,4,828.33
25149,Courtney Smith,shadowfax,documents,truck,standard,west,hot,224.5,37.78,32:18.0,34:24.0,no,delivered,3,1235.84
25150,Tara Holmes,ecom express,furniture,truck,standard,north,rainy,104.3,9.67,22:12.0,22:24.0,no,delivered,4,550.51
25151,Emma Ruiz,ecom express,electronics,ev van,two day,north,hot,293.3,29.18,13:54.0,17:18.0,no,delivered,4,1554.04
25152,Michael Watson,shadowfax,documents,bike,standard,central,hot,107.2,26.28,21:36.0,22:42.0,no,delivered,5,614.84
25153,Mrs. Tammy Jackson MD,dhl,groceries,ev van,two day,north,clear,282.2,24.38,15:48.0,16:12.0,no,delivered,3,1484.14
25154,Kimberly Curtis,ekart,cosmetics,ev van,express,north,clear,260.1,25.7,04:06.0,50:00.0,yes,delayed,3,1427.6
25155,Alexandria Barnes,ecom express,documents,scooter,same day,north,clear,251.9,4.63,33:12.0,33:12.0,no,delivered,3,1373.39
25156,Lee Mann,blue dart,furniture,ev bike,express,south,cold,287.2,33.28,56:36.0,52:42.0,yes,delayed,2,1585.84
25157,Alexander Mitchell,blue dart,documents,ev van,express,north,rainy,261.1,13.46,55:24.0,50:06.0,yes,delayed,2,1395.88
25158,Sandra Lawson DDS,fedex,clothing,bike,standard,north,cold,279.4,39.48,39:48.0,39:54.0,no,delivered,3,1515.44
25159,Amanda Snyder,dhl,fragile items,bike,standard,east,foggy,148.8,22.43,26:30.0,26:54.0,no,delivered,4,811.29
25160,Connie Robinson,fedex,cosmetics,truck,express,south,rainy,70,27.25,38:24.0,31:00.0,yes,delayed,2,481.75
25161,Nicholas Jenkins,ecom express,pharmacy,truck,standard,east,stormy,198,43.99,31:18.0,31:48.0,no,delivered,4,1121.97
25162,Jessica Torres,ekart,pharmacy,ev van,two day,north,cold,138.3,12.73,01:30.0,01:48.0,no,delivered,3,729.69
25163,Nicole Yoder,amazon logistics,clothing,ev van,two day,west,foggy,26.7,2.29,50:18.0,50:42.0,no,delivered,4,140.37
25164,Virginia Johns,blue dart,furniture,bike,standard,east,clear,262.4,47.58,37:42.0,38:12.0,no,delivered,4,1454.74
25165,Katie Fleming,ekart,cosmetics,ev van,same day,central,hot,3.6,13.47,07:30.0,08:24.0,no,delivered,4,145.41
25166,Michelle Owen,delhivery,furniture,ev van,same day,central,hot,94.6,33.16,12:24.0,17:30.0,no,delivered,5,672.48
25167,Devin Taylor,xpressbees,cosmetics,truck,two day,south,stormy,9.8,44.84,48:54.0,49:00.0,no,delivered,5,183.52
25168,Heather Goodman,amazon logistics,documents,van,two day,south,rainy,115.1,49.03,58:06.0,59:30.0,no,delivered,5,722.59
25169,Jeremy Clayton,amazon logistics,furniture,truck,two day,central,hot,31.4,17.63,50:48.0,51:06.0,no,delivered,5,209.89
25170,Kyle Keller,blue dart,groceries,truck,two day,south,cold,224.4,39.99,10:12.0,10:24.0,no,delivered,5,1241.97
25171,Stacey Snyder,xpressbees,automobile parts,van,same day,central,cold,206.6,27.75,27:24.0,28:42.0,no,delivered,4,1216.25
25172,Susan Stewart,blue dart,clothing,bike,two day,north,rainy,7.8,31.03,47:30.0,48:48.0,no,delivered,5,132.09
25173,Matthew Ewing,shadowfax,documents,ev bike,express,west,stormy,47.8,25.56,32:06.0,28:48.0,yes,delayed,2,365.68
25174,Erica Mitchell,xpressbees,cosmetics,scooter,standard,east,stormy,43.2,47.06,15:12.0,16:18.0,no,delivered,5,357.18
25175,Vanessa Stout,blue dart,electronics,scooter,express,central,stormy,237.5,47.41,55:18.0,47:48.0,yes,failed,2,1379.73
25176,Nancy Larson,delhivery,furniture,van,same day,north,clear,178.4,35.07,25:36.0,25:48.0,no,delivered,3,1097.21
25177,Kayla Rodriguez,delhivery,electronics,bike,standard,central,hot,148.5,31.33,24:30.0,26:48.0,no,delivered,3,836.49
25178,Derek Clark,xpressbees,furniture,van,two day,central,stormy,267.5,2.1,10:42.0,14:48.0,no,delivered,5,1343.8
25179,Allen Sanchez,shadowfax,documents,ev van,two day,east,stormy,78.6,6.5,55:36.0,55:54.0,no,delivered,5,412.5
25180,Jack Bridges,blue dart,clothing,ev bike,standard,west,foggy,85.5,21.36,19:30.0,20:36.0,no,delivered,5,491.58
25181,Michele Horton,fedex,furniture,bike,two day,east,cold,239,0.67,09:30.0,11:54.0,no,delivered,5,1196.98
25182,Michael Alvarado,amazon logistics,documents,scooter,two day,west,hot,13.1,6.57,47:42.0,49:18.0,no,delivered,5,95.6674
25183,Frederick Cruz,ekart,electronics,truck,express,east,stormy,210,13.36,54:12.0,45:00.0,yes,delayed,3,1140.08
25184,Patrick Davis,shadowfax,furniture,ev van,two day,west,stormy,164,13.91,04:06.0,04:24.0,no,delivered,3,861.73
25185,Jennifer Roberts,ekart,pharmacy,van,same day,east,cold,140.2,20.88,22:00.0,22:00.0,no,delivered,4,863.64
25186,Priscilla Floyd,ekart,pharmacy,ev van,express,central,hot,12.9,7.38,22:30.0,25:18.0,no,delivered,5,136.64
25187,Donna Andersen,dhl,automobile parts,bike,same day,central,foggy,52.7,38.36,13:12.0,13:18.0,no,delivered,5,478.58
25188,Sean Rodgers,dhl,cosmetics,ev van,two day,west,foggy,102.4,42.4,58:00.0,58:12.0,no,delivered,5,639.2
25189,Todd Fuentes,fedex,fragile items,bike,same day,north,rainy,192.1,44.41,47:12.0,27:12.0,yes,delayed,3,1193.73
25190,Mr. Michael Williams Jr.,blue dart,pharmacy,ev bike,same day,south,hot,63.2,14.22,14:06.0,14:18.0,no,delivered,4,458.66
25191,Emily Bullock,dhl,cosmetics,bike,same day,south,cold,297.1,2.1,37:36.0,37:42.0,no,delivered,4,1605.8
25192,Erik Peterson,shadowfax,fragile items,ev van,same day,north,rainy,279,14.5,43:24.0,35:54.0,yes,failed,1,1538.5
25193,Kayla Bonilla,dhl,pharmacy,scooter,standard,central,rainy,230.8,26.5,33:30.0,35:06.0,no,delivered,5,1233.5
25194,Derrick Vazquez,shadowfax,furniture,van,same day,south,foggy,207.6,41.52,33:30.0,28:48.0,yes,delayed,2,1262.56
25195,Chelsea Fitzgerald,blue dart,cosmetics,truck,same day,west,cold,230.6,44.03,28:54.0,31:06.0,no,delivered,5,1385.09
25196,Anthony Butler,blue dart,automobile parts,bike,standard,central,stormy,216.4,43.51,31:54.0,33:36.0,no,delivered,5,1212.53
25197,Allison Stokes,amazon logistics,furniture,truck,two day,south,cold,142.7,5.61,01:54.0,02:18.0,no,delivered,3,730.33
25198,Stefanie Simmons,fedex,documents,scooter,standard,west,rainy,32.2,12.66,11:18.0,15:12.0,no,delivered,4,198.98
25199,Eric Maxwell,shadowfax,groceries,van,standard,west,foggy,52.8,39.24,15:54.0,17:18.0,no,delivered,5,381.72
25200,Rebekah Cole,xpressbees,electronics,scooter,express,west,foggy,256.3,33.06,58:24.0,49:36.0,yes,delayed,2,1430.68
25201,Scott Martinez,blue dart,documents,ev van,same day,north,cold,273.8,19.99,33:12.0,35:24.0,no,delivered,4,1528.97
25202,Michael Collins,ecom express,fragile items,van,standard,east,cold,134.2,49.52,21:42.0,25:24.0,no,delivered,4,820.94
25203,Rebecca Knight,dhl,electronics,ev bike,express,east,cold,214.6,17.21,02:42.0,45:30.0,yes,failed,2,1174.63
25204,Judy Simmons,ecom express,fragile items,bike,standard,north,foggy,232.4,41.5,34:06.0,35:12.0,no,delivered,4,1286.5
25205,Dana Gilbert,dhl,pharmacy,ev bike,two day,central,foggy,176.7,26.77,05:30.0,05:42.0,no,delivered,5,963.81
25206,William Bennett,dhl,documents,van,same day,west,hot,26.6,23.28,05:30.0,10:42.0,no,delivered,5,302.84
25207,Michelle Freeman,shadowfax,furniture,truck,two day,west,cold,11.3,7.48,48:36.0,49:06.0,no,delivered,4,95.6674
25208,Matthew Hays,blue dart,fragile items,ev van,express,south,stormy,63.5,47.73,44:18.0,30:24.0,yes,delayed,2,510.69
25209,Joseph Williams,shadowfax,clothing,ev bike,same day,central,hot,83.2,27.54,14:54.0,16:18.0,no,delivered,4,598.62
25210,John Brooks,ecom express,pharmacy,van,express,east,clear,55.3,30.08,35:18.0,29:30.0,yes,delayed,3,416.74
25211,Ashley Webb,shadowfax,documents,scooter,express,north,rainy,134.7,38.79,39:36.0,37:30.0,yes,delayed,3,839.87
25212,Isaac Long,delhivery,furniture,ev van,same day,central,hot,173.5,13.97,19:24.0,25:24.0,no,delivered,3,1009.41
25213,Sydney Scott,xpressbees,fragile items,scooter,two day,east,foggy,48.4,4.61,52:18.0,52:48.0,no,delivered,4,255.83
25214,Mark Larson,delhivery,automobile parts,bike,two day,east,cold,198.8,6.33,05:30.0,07:54.0,no,delivered,5,1012.99
25215,Devon Davis,delhivery,documents,scooter,express,west,cold,236.6,33.07,46:54.0,47:42.0,no,delivered,4,1332.21
25216,Sonya Ramirez,ekart,pharmacy,bike,express,north,cold,291.8,34.69,07:06.0,53:12.0,yes,delayed,2,1613.07
25217,William Hart,ekart,groceries,ev bike,express,north,stormy,235.7,16.77,06:06.0,47:36.0,yes,delayed,3,1278.81
25218,Andrea Bradford,delhivery,furniture,ev van,two day,east,hot,215.1,3.57,08:42.0,09:30.0,no,delivered,5,1086.21
25219,Matthew Moore,delhivery,clothing,van,express,central,stormy,33.9,8.79,39:36.0,27:24.0,yes,failed,1,245.87
25220,Taylor Parsons,amazon logistics,fragile items,truck,standard,central,foggy,218.7,47.71,32:24.0,33:54.0,no,delivered,4,1236.63
25221,Cynthia Garza,fedex,clothing,ev van,standard,south,hot,206.2,44.17,31:00.0,32:36.0,no,delivered,4,1163.51
25222,Mary Daniels,blue dart,electronics,ev van,express,central,foggy,125.2,25.06,39:48.0,36:30.0,yes,delayed,3,751.18
25223,Angelica Carroll,dhl,cosmetics,bike,two day,central,hot,292.6,6.91,15:24.0,17:18.0,no,delivered,4,1483.73
25224,Mr. Christopher Davidson DVM,xpressbees,groceries,bike,same day,central,foggy,73.1,40.8,12:12.0,15:18.0,no,delivered,5,587.9
25225,Melissa Parker,xpressbees,electronics,van,express,south,foggy,242.1,25.43,57:30.0,48:12.0,yes,delayed,3,1336.79
25226,Susan Powers,ekart,cosmetics,scooter,same day,west,foggy,188.8,22.18,25:18.0,26:54.0,no,delivered,4,1110.54
25227,Jesus Dawson,blue dart,documents,bike,two day,central,cold,97.5,30.77,57:42.0,57:48.0,no,delivered,5,579.81
25228,Robert Hill,ecom express,automobile parts,bike,express,east,foggy,271.3,33.69,10:12.0,51:06.0,yes,failed,1,1507.57
25229,Anna Pierce,shadowfax,automobile parts,ev bike,two day,central,stormy,85.3,13.8,56:06.0,56:30.0,no,delivered,4,467.9
25230,Luis Parker,ecom express,furniture,scooter,same day,south,hot,36.8,30.06,10:36.0,11:42.0,no,delivered,4,374.18
25231,Denise Reed,ekart,furniture,van,same day,central,cold,278.5,8.01,45:18.0,35:48.0,yes,delayed,3,1516.53
25232,Judy Brown,blue dart,furniture,bike,standard,north,hot,112.5,49.52,20:54.0,23:12.0,no,delivered,3,712.26
25233,Edward Garrett,dhl,pharmacy,truck,standard,west,stormy,75.3,26.54,17:00.0,19:30.0,no,delivered,5,456.12
25234,Tracey Lewis,ekart,automobile parts,ev bike,express,south,rainy,83.2,27.76,36:36.0,32:18.0,yes,delayed,3,549.28
25235,Sherry Kemp,xpressbees,pharmacy,truck,express,east,rainy,41.6,49.13,44:24.0,28:12.0,yes,delayed,3,405.39
25236,Ashley Hampton,xpressbees,electronics,scooter,express,west,stormy,229,26.94,49:00.0,46:54.0,yes,delayed,2,1275.82
25237,Travis Collier,delhivery,clothing,bike,two day,east,clear,84.1,26.68,54:18.0,56:24.0,no,delivered,5,500.54
25238,Michael Patrick,shadowfax,pharmacy,van,standard,central,hot,5,33.23,12:06.0,12:30.0,no,delivered,5,124.69
25239,Nathaniel Cannon,dhl,groceries,ev bike,express,east,hot,297.1,29.37,03:30.0,53:42.0,yes,delayed,2,1632.7206
25240,Daniel Hall,shadowfax,furniture,bike,standard,east,stormy,212.2,29.1,31:42.0,33:12.0,no,delivered,3,1148.3
25241,Christopher Ayala,dhl,groceries,ev bike,standard,south,stormy,11.4,0.85,12:54.0,13:06.0,no,delivered,5,95.6674
25242,Joseph Church,fedex,pharmacy,ev van,express,west,cold,289.9,34.89,56:36.0,53:00.0,yes,delayed,2,1604.17
25243,Benjamin Acosta,xpressbees,documents,truck,same day,south,cold,268.7,24.21,34:48.0,34:54.0,no,delivered,5,1516.13
25244,James Rhodes,ekart,electronics,ev van,same day,west,cold,174.6,3.56,23:42.0,25:30.0,no,delivered,5,983.68
25245,Steven James,blue dart,documents,scooter,same day,east,cold,159.5,8.29,22:48.0,24:00.0,no,delivered,5,922.37
25246,Mary Ortega,xpressbees,cosmetics,truck,two day,east,hot,128.3,2.97,00:18.0,00:48.0,no,delivered,4,650.41
25247,Steven Fox,ecom express,pharmacy,ev bike,same day,east,foggy,195.1,16.01,39:06.0,27:30.0,yes,delayed,2,1123.53
25248,Brian Chapman,dhl,fragile items,ev bike,express,north,cold,23.2,12.38,23:18.0,26:18.0,no,delivered,4,203.14
25249,Tammy Greer,ecom express,electronics,ev bike,express,west,cold,276.7,48.29,50:00.0,51:42.0,no,delivered,3,1578.37
25250,Corey Rodriguez,blue dart,clothing,scooter,standard,central,hot,5.7,39.53,08:36.0,12:36.0,no,delivered,4,147.09
25251,Frank Martin,amazon logistics,clothing,ev van,express,west,cold,16.6,14.28,23:48.0,25:42.0,no,delivered,5,175.84
25252,Shane Bailey,ecom express,pharmacy,ev bike,express,north,stormy,255.1,41.17,59:24.0,49:30.0,yes,delayed,2,1449.01
25253,Christian Shelton,ekart,pharmacy,bike,standard,west,clear,202.7,34.27,32:00.0,32:18.0,no,delivered,5,1116.31
25254,Mr. David Villanueva,blue dart,clothing,truck,standard,north,cold,131.4,21.9,24:36.0,25:06.0,no,delivered,5,722.7
25255,Thomas Nelson,shadowfax,furniture,ev van,same day,west,foggy,67.8,45.01,13:24.0,14:48.0,no,delivered,5,574.03
25256,Kevin Barber,amazon logistics,electronics,bike,express,east,stormy,164.9,1.92,45:06.0,40:30.0,yes,delayed,3,880.26
25257,Janet Figueroa,delhivery,pharmacy,ev van,two day,central,stormy,209.2,29.01,08:18.0,08:54.0,no,delivered,3,1133.03
25258,Lorraine Garcia,shadowfax,pharmacy,scooter,two day,east,hot,47,33.94,50:06.0,52:42.0,no,delivered,4,336.82
25259,Arthur Jordan,amazon logistics,electronics,scooter,two day,north,clear,250.1,41.03,12:00.0,13:00.0,no,delivered,4,1373.59
25260,Lee Perez,delhivery,electronics,van,express,central,clear,23,30.67,25:30.0,26:18.0,no,delivered,5,257.01
25261,Michael Dawson,fedex,cosmetics,ev bike,same day,east,rainy,244.9,26.61,43:54.0,32:30.0,yes,delayed,2,1404.33
25262,Connor Summers,delhivery,automobile parts,bike,two day,central,foggy,191.7,24.89,03:42.0,07:12.0,no,delivered,4,1033.17
25263,Lynn Ford,blue dart,fragile items,scooter,same day,north,stormy,69.9,21.8,14:42.0,15:00.0,no,delivered,5,514.9
25264,Angela Nelson,fedex,pharmacy,ev bike,express,south,clear,114.1,30.37,42:18.0,35:24.0,yes,delayed,2,711.61
25265,Marcus Patrick,ekart,furniture,scooter,same day,north,cold,181.7,10.91,41:54.0,26:12.0,yes,delayed,2,1041.23
25266,Gregory Anderson,delhivery,fragile items,van,standard,south,hot,76.4,28.8,18:42.0,19:36.0,no,delivered,5,468.4
25267,Sandra Valencia,amazon logistics,fragile items,truck,same day,east,cold,100.4,21.71,16:48.0,18:00.0,no,delivered,3,667.13
25268,Christine Dillon,blue dart,automobile parts,scooter,two day,west,foggy,226.3,35.4,10:30.0,10:36.0,no,delivered,5,1237.7
25269,Sharon Serrano,amazon logistics,groceries,bike,two day,south,clear,16.3,34.9,47:42.0,49:36.0,no,delivered,3,186.2
25270,Timothy French,blue dart,furniture,truck,two day,east,hot,205.9,44.32,08:30.0,08:36.0,no,delivered,3,1162.46
25271,Sean Warren,fedex,electronics,bike,same day,west,hot,105.9,12.83,15:18.0,18:36.0,no,delivered,5,667.99
25272,Tina Ballard,xpressbees,clothing,van,express,east,clear,76,15.49,46:36.0,31:36.0,yes,delayed,3,476.47
25273,Daniel Carpenter,fedex,groceries,truck,standard,central,clear,89.1,31.59,20:54.0,20:54.0,no,delivered,3,540.27
25274,Stacey Sampson,dhl,fragile items,ev bike,express,north,foggy,268.5,7.87,55:24.0,50:48.0,yes,delayed,2,1416.11
25275,Billy Mcdonald,xpressbees,furniture,ev van,same day,west,cold,258.5,33.78,31:06.0,33:48.0,no,delivered,4,1493.84
25276,Phillip Cross,delhivery,pharmacy,ev van,express,central,clear,152.2,26.26,36:54.0,39:12.0,no,delivered,5,889.78
25277,Cheryl Mclean,amazon logistics,fragile items,bike,standard,east,stormy,69.4,4.54,17:24.0,18:54.0,no,delivered,5,360.62
25278,Monica Knight,xpressbees,furniture,van,two day,south,cold,266.4,31.64,13:48.0,14:36.0,no,delivered,4,1426.92
25279,Gabrielle Johnson,xpressbees,groceries,bike,same day,north,clear,73.3,25.73,09:36.0,15:18.0,no,delivered,3,543.69
25280,Mitchell Douglas,dhl,cosmetics,ev bike,express,central,cold,146.1,13.76,58:06.0,38:36.0,yes,delayed,3,821.78
25281,Crystal Walker,dhl,documents,bike,two day,north,cold,146.2,18.79,02:00.0,02:36.0,no,delivered,3,787.37
25282,Sydney Smith,shadowfax,groceries,ev bike,two day,north,foggy,182.6,20.61,03:54.0,06:18.0,no,delivered,4,974.83
25283,Kim Sanchez,shadowfax,fragile items,bike,same day,north,clear,192.9,47.44,26:06.0,27:18.0,no,delivered,5,1206.82
25284,Kimberly Brown,ecom express,groceries,bike,two day,north,hot,205.9,46.02,03:30.0,08:36.0,no,delivered,5,1167.56
25285,Brandy Cross,amazon logistics,documents,ev van,express,south,rainy,226.4,6.37,03:36.0,46:36.0,yes,failed,1,1201.11
25286,Laurie Shaw,delhivery,fragile items,scooter,two day,south,foggy,92.2,23.77,57:06.0,57:12.0,no,delivered,4,532.31
25287,Madeline Jackson,blue dart,pharmacy,van,same day,east,clear,251.6,10.9,30:30.0,33:12.0,no,delivered,5,1390.7
25288,Jared Bell,ecom express,cosmetics,truck,same day,central,foggy,180.9,13.77,25:54.0,26:06.0,no,delivered,5,1045.81
25289,Debbie Lee,dhl,documents,ev bike,standard,south,foggy,294.1,30.46,39:00.0,41:24.0,no,delivered,4,1561.88
25290,Gabriel Copeland MD,shadowfax,fragile items,ev van,same day,north,foggy,167.2,1.43,24:30.0,24:42.0,no,delivered,3,940.29
25291,David Boone,delhivery,automobile parts,van,same day,north,rainy,244.3,42.29,42:30.0,32:24.0,yes,delayed,3,1448.37
25292,Jasmine Moon,delhivery,clothing,truck,standard,central,clear,31.4,26.44,13:30.0,15:06.0,no,delivered,4,236.32
25293,Kim Nelson,dhl,clothing,ev van,express,north,cold,12.8,39.03,32:36.0,25:18.0,yes,delayed,2,231.09
25294,Jason Wolfe,xpressbees,pharmacy,bike,two day,central,cold,58,7.98,52:24.0,53:48.0,no,delivered,3,313.94
25295,Mrs. Elizabeth Miller,xpressbees,cosmetics,van,same day,north,stormy,74.4,36.02,29:24.0,15:24.0,yes,delayed,3,580.06
25296,Julie Freeman,ecom express,electronics,scooter,standard,north,foggy,254.8,49.07,35:06.0,37:30.0,no,delivered,4,1421.21
25297,Tim Ashley,blue dart,furniture,ev van,two day,north,hot,79.8,28.3,55:48.0,56:00.0,no,delivered,5,483.9
25298,John Acosta,blue dart,clothing,truck,two day,central,hot,39.5,38.77,51:06.0,52:00.0,no,delivered,4,313.81
25299,Mark Garcia,fedex,automobile parts,truck,standard,north,rainy,28.3,37.57,11:12.0,14:48.0,no,delivered,5,254.21
25300,Ellen Wright,fedex,cosmetics,scooter,standard,central,foggy,33,28.07,12:36.0,15:18.0,no,delivered,4,249.21
25301,Jose Horton,delhivery,automobile parts,ev van,same day,north,rainy,198,36.89,30:42.0,27:48.0,yes,delayed,2,1200.67
25302,David George,fedex,clothing,bike,standard,west,clear,112,23.68,20:36.0,23:12.0,no,delivered,4,631.04
25303,Christine Richardson,ecom express,fragile items,van,same day,east,foggy,57.3,35.23,11:48.0,13:42.0,no,delivered,5,492.19
25304,Ashley Price,blue dart,groceries,ev bike,same day,south,cold,11.5,5.57,08:18.0,09:12.0,no,delivered,5,174.21
25305,Joseph Hayes,amazon logistics,electronics,ev van,two day,west,hot,284,27.25,16:24.0,16:24.0,no,delivered,4,1501.75
25306,Adriana Wilson,fedex,furniture,scooter,standard,west,stormy,43,28.4,15:12.0,16:18.0,no,delivered,5,300.2
25307,Shaun Chavez,fedex,furniture,van,two day,east,stormy,163,22.92,02:06.0,04:18.0,no,delivered,3,883.76
25308,Amanda Ayala,shadowfax,furniture,bike,standard,north,cold,160.7,6.6,25:12.0,28:06.0,no,delivered,3,823.3
25309,Brandon Robertson,xpressbees,fragile items,truck,express,south,foggy,123.2,21.51,39:48.0,36:18.0,yes,failed,1,730.53
25310,Scott Gomez,shadowfax,documents,scooter,two day,north,hot,187.4,49.4,06:12.0,06:42.0,no,delivered,5,1085.2
25311,Stephen Lopez,delhivery,pharmacy,truck,standard,west,clear,103.9,16.02,20:00.0,22:24.0,no,delivered,4,567.56
25312,Amber Allison,ekart,clothing,bike,same day,south,stormy,37.7,49.52,11:48.0,11:48.0,no,delivered,4,437.81
25313,Alexandria Carrillo,amazon logistics,fragile items,van,same day,west,foggy,90.6,38.27,14:48.0,17:06.0,no,delivered,4,667.81
25314,Brad Rivas,delhivery,furniture,van,two day,east,clear,293.4,16.75,14:00.0,17:18.0,no,delivered,4,1517.25
25315,Jeremy Sampson,xpressbees,fragile items,truck,same day,west,stormy,206.1,31.81,33:54.0,28:36.0,yes,delayed,3,1225.93
25316,Sally Reese,fedex,documents,scooter,express,east,rainy,94.7,10.03,52:30.0,33:30.0,yes,delayed,2,553.59
25317,Courtney Pineda,blue dart,documents,scooter,two day,south,clear,48.3,5.8,50:42.0,52:48.0,no,delivered,3,258.9
25318,Melanie Dalton,blue dart,automobile parts,ev bike,standard,west,foggy,194,39.75,29:06.0,31:24.0,no,delivered,4,1089.25
